TIPO_INSTRUMENTO;ESFERA;IBGE;UF;REGIAO;MACRORREGIAO;MUNICIPIO;EXERCICIO;FASE;SITUACAO;DATA
"1º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2025";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211210";"MA";"Codó";"MACRORREGIAO LESTE";"TIMBIRAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2025";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2025";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211220";"MA";"Timon";"MACRORREGIAO LESTE";"TIMON";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2025";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211223";"MA";"Pedreiras";"MACRORREGIAO LESTE";"TRIZIDELA DO VALE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2025";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"211227";"MA";"Santa Inês";"MACRORREGIAO NORTE";"TUFILANDIA";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"211230";"MA";"Presidente Dutra";"MACRORREGIAO LESTE";"TUNTUM";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"211230";"MA";"Presidente Dutra";"MACRORREGIAO LESTE";"TUNTUM";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"211230";"MA";"Presidente Dutra";"MACRORREGIAO LESTE";"TUNTUM";"2018";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
